,notice_date,region,type,reference
99,2023-05-27 17:50:45,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW Region on 27/05/2023
21,2023-05-30 17:55:12,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW Region on 30/05/2023
488,2023-05-30 17:56:03,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD Region on 30/05/2023
55,2023-06-20 17:54:53,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW Region on 20/06/2023
598,2023-06-21 17:49:17,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW Region on 21/06/2023
367,2023-06-26 19:20:37,SA,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the SA region - 26/06/2023
287,2023-07-17 19:44:39,SA,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the SA Region on 17/07/2023
210,2023-07-19 17:53:40,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW Region on 19/07/2023
444,2023-07-20 17:50:38,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW Region on 20/07/2023
306,2023-08-01 07:40:55,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW Region on 01/08/2023
228,2023-08-02 17:20:52,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW Region on 02/08/2023
462,2023-09-04 17:47:18,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 04/09/2023
38,2023-10-17 10:22:10,TAS,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the TAS region - 17/10/2023
582,2023-10-27 19:18:44,SA,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the SA region - 27/10/2023
349,2023-10-27 19:49:02,SA,LOR2,Actual Lack Of Reserve Level 2 (LOR2) in the SA region - 27/10/2023
946,2023-11-08 17:54:14,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 08/11/2023
877,2023-11-12 18:00:23,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 12/11/2023
1162,2023-11-14 17:07:19,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 14/11/2023
1021,2023-11-15 17:02:53,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD region - 15/11/2023
733,2023-11-16 16:51:42,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 16/11/2023
660,2023-11-16 18:24:08,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD region - 16/11/2023
1143,2023-11-21 17:56:14,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 21/11/2023
1001,2023-12-02 18:20:45,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD region - 02/12/2023
712,2023-12-05 18:21:33,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 05/12/2023
639,2023-12-09 17:16:02,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 09/12/2023
1056,2023-12-14 16:50:22,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 14/12/2023
771,2023-12-14 18:00:52,NSW,LOR2,Actual Lack Of Reserve Level 2 (LOR2) in the NSW region - 14/12/2023
1040,2024-01-18 15:46:27,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD region - 18/01/2024
567,2024-01-19 17:44:26,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD region - 19/01/2024
333,2024-01-21 18:12:48,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD region - 21/01/2024
270,2024-01-21 18:13:53,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 21/01/2024
177,2024-01-22 18:42:10,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD region - 22/01/2024
411,2024-01-27 18:27:46,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD region - 27/01/2024
100,2024-01-29 18:12:37,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD region - 29/01/2024
135,2024-02-06 18:08:41,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD region - 06/02/2024
524,2024-02-13 14:27:41,VIC,LOR3,Actual Lack Of Reserve Level 3 (LOR3) in the VIC region - 13/02/2024
56,2024-02-21 18:47:19,SA,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the SA region - 21/02/2024
153,2024-02-23 16:12:17,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 23/02/2024
542,2024-02-26 17:43:39,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD region - 26/02/2024
74,2024-02-29 15:12:55,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 29/02/2024
617,2024-02-29 16:26:50,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 29/02/2024
387,2024-03-11 18:42:56,SA,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the SA region - 11/03/2024
250,2024-05-02 17:16:09,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 02/05/2024
193,2024-05-07 17:46:36,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 07/05/2024
785,2024-05-08 17:45:01,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 08/05/2024
1072,2024-05-09 17:13:13,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 09/05/2024
925,2024-05-14 17:43:15,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD Region on 14/05/2024
857,2024-05-18 17:58:11,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 18/05/2024
1144,2024-05-20 17:17:20,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 20/05/2024
1002,2024-06-15 17:14:10,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 15/06/2024
713,2024-06-20 18:13:43,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 20/06/2024
807,2024-07-03 17:42:34,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 03/07/2024
1093,2024-07-30 20:17:01,SA,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the SA region - 30/07/2024
947,2024-08-05 20:44:48,SA,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the SA region - 05/08/2024
753,2024-09-16 18:16:31,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 16/09/2024
680,2024-09-24 23:13:14,SA,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the SA region - 24/09/2024
697,2024-09-26 16:41:23,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 26/09/2024
843,2024-10-17 18:19:52,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD region - 17/10/2024
489,2024-10-31 18:22:56,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD region - 31/10/2024
599,2024-11-04 18:18:07,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD region - 04/11/2024
368,2024-11-07 17:45:33,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD region - 07/11/2024
288,2024-11-07 17:47:43,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 07/11/2024
427,2024-11-22 18:12:08,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW Region on 22/11/2024
117,2024-11-24 18:17:52,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 24/11/2024
507,2024-11-26 16:56:18,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 26/11/2024
307,2024-11-27 14:48:34,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 27/11/2024
229,2024-11-27 15:48:50,NSW,LOR2,Actual Lack Of Reserve Level 2 (LOR2) in the NSW region - 27/11/2024
463,2024-11-29 16:54:05,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 29/11/2024
154,2024-11-29 17:43:53,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 29/11/2024
543,2024-12-02 17:16:49,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 02/12/2024
75,2024-12-06 14:57:52,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 06/12/2024
640,2024-12-12 19:17:45,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW Region on 12/12/2024
786,2024-12-13 18:21:43,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 13/12/2024
1073,2024-12-16 17:21:43,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 16/12/2024
926,2024-12-17 15:44:28,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 17/12/2024
827,2025-01-13 16:58:29,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 13/01/2025
1112,2025-01-13 17:49:35,NSW,LOR2,Actual Lack Of Reserve Level 2 (LOR2) in the NSW region - 13/01/2025
968,2025-01-14 17:43:20,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 14/01/2025
898,2025-01-15 14:55:49,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 15/01/2025
1182,2025-01-15 16:51:48,NSW,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the NSW region - 15/01/2025
1129,2025-01-22 17:47:39,QLD,LOR1,Actual Lack Of Reserve Level 1 (LOR1) in the QLD region - 22/01/2025
985,2025-01-22 18:43:09,QLD,LOR2,Actual Lack Of Reserve Level 2 (LOR2) in the QLD region - 22/01/2025
